miles,location,name,sex,w,l,d,division,from,to,players_links
395,"USA, Georgia, Augusta",Fernando Bunch,male,9,0,0,light,2016,2019,https://boxrec.com/en/proboxer/746007
395,"USA, Georgia, Augusta",Tyrone Guy,male,0,0,2,heavy,2019,2019,https://boxrec.com/en/proboxer/868517
395,"USA, Georgia, Augusta",Jade Ealy,male,2,6,0,super middle,2014,2019,https://boxrec.com/en/proboxer/679088
395,"USA, New York, Cortland",Mike Diorio,male,0,2,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/839175
401,"USA, Ohio, Akron",Kingdamon Antoine,male,9,0,0,feather,2016,2019,https://boxrec.com/en/proboxer/756821
401,"USA, Ohio, Akron",Jose Rodriguez Jr,male,7,0,0,middle,2016,2019,https://boxrec.com/en/proboxer/778278
401,"USA, Ohio, Akron",David Rodriguez,male,2,0,0,super welter,2018,2018,https://boxrec.com/en/proboxer/826724
401,"USA, Ohio, Akron",Martez Williamson,male,3,26,1,cruiser,2013,2019,https://boxrec.com/en/proboxer/647532
406,"USA, New York, Hyde Park",Dominique Crowder,male,2,0,0,feather,2019,2019,https://boxrec.com/en/proboxer/859608
412,"USA, Ohio, Whitehall",Cory Dulaney,male,5,10,3,super welter,2015,2019,https://boxrec.com/en/proboxer/713677
413,"USA, Massachusetts, Springfield",Anthony Velazquez,male,8,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/821335
413,"USA, Massachusetts, Springfield",Derrick Whitley Jr,male,6,1,1,welter,2017,2019,https://boxrec.com/en/proboxer/790296
413,"USA, Massachusetts, Springfield",Jalen Renaud,male,3,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/859640
413,"USA, Massachusetts, Springfield",Reinaldo Graceski,male,5,1,1,light heavy,2010,2019,https://boxrec.com/en/proboxer/536086
413,"USA, Massachusetts, Springfield",Jose Angel Ortiz,male,5,14,1,welter,1995,2019,https://boxrec.com/en/proboxer/18536
413,"USA, Pennsylvania, Erie",Elliott Brown,male,2,11,0,super light,2017,2019,https://boxrec.com/en/proboxer/813713
413,"USA, Massachusetts, Springfield",Rollin Whitley,male,1,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/888695
413,"USA, Massachusetts, Springfield",Liz Humphries,female,0,0,1,light,2018,2018,https://boxrec.com/en/proboxer/848042
413,"USA, Massachusetts, Springfield",Angel Vazquez,male,0,1,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/883527
415,"USA, New York, Geneva",Nick Brinson,male,19,5,2,middle,2008,2019,https://boxrec.com/en/proboxer/474388
416,"USA, Rhode Island, North Kingstown",Karen Dulin,female,3,22,1,bantam,2008,2019,https://boxrec.com/en/proboxer/436994
417,"USA, Ohio",Roy Barringer,male,6,3,0,middle,2016,2019,https://boxrec.com/en/proboxer/756258
417,"USA, Ohio",Muhammad Abdullah,male,4,1,1,cruiser,2016,2019,https://boxrec.com/en/proboxer/786331
417,"USA, Ohio",Travis Jerig,male,3,3,1,middle,2015,2019,https://boxrec.com/en/proboxer/718726
417,"USA, Ohio",Ben Schlater,male,4,1,3,middle,2016,2019,https://boxrec.com/en/proboxer/764249
417,"USA, Ohio",Michael Evans,male,2,0,0,light,2019,2019,https://boxrec.com/en/proboxer/869896
417,"USA, Ohio",Anjel Lerma,male,1,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/840188
417,"USA, Ohio",Dib Kaddah,male,0,3,1,super light,2017,2018,https://boxrec.com/en/proboxer/816438
417,"USA, Ohio",Crystal Byers,female,0,8,0,super welter,2017,2019,https://boxrec.com/en/proboxer/800117
417,"USA, Ohio",Shawn Rall,male,0,3,0,welter,2018,2019,https://boxrec.com/en/proboxer/844749
417,"USA, Ohio, Medina",Ashley Futrell,female,0,1,0,super middle,2019,2019,https://boxrec.com/en/proboxer/900066
418,"USA, Ohio, Columbus",Rashid Stevens,male,4,0,0,feather,2016,2019,https://boxrec.com/en/proboxer/756180
418,"USA, Georgia, Clayton",Carlos Jackson,male,15,0,0,super bantam,2015,2019,https://boxrec.com/en/proboxer/736185
418,"USA, New York, Dunkirk",Wilfredo Flores,male,8,0,0,light,2015,2019,https://boxrec.com/en/proboxer/718862
418,"USA, Ohio, Columbus",Jamie Walker,male,9,2,2,super welter,2014,2019,https://boxrec.com/en/proboxer/679116
418,"USA, Ohio, Columbus",Michael Glasscox,male,6,3,2,cruiser,2015,2019,https://boxrec.com/en/proboxer/706875
418,"USA, Oklahoma, Grove",Tim Bronson,male,3,11,0,heavy,2013,2019,https://boxrec.com/en/proboxer/661630
418,"USA, Ohio, Columbus",Travis Davis,male,4,0,0,cruiser,2017,2019,https://boxrec.com/en/proboxer/807446
418,"USA, Oklahoma, Grove",James Roach,male,5,2,0,super light,2016,2019,https://boxrec.com/en/proboxer/743105
418,"USA, Massachusetts, Dorchester",Anthony Hines,male,1,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/848417
418,"USA, Ohio, Columbus",Martegus Martin,male,0,6,0,welter,2017,2019,https://boxrec.com/en/proboxer/805455
422,"USA, New York, Albany",Will Madera,male,14,0,3,light,2013,2019,https://boxrec.com/en/proboxer/664144
422,"USA, New York, Albany",Abraham Nova,male,17,0,0,super feather,2016,2019,https://boxrec.com/en/proboxer/757058
422,"USA, New York, Albany",Ray Jay Bermudez,male,9,0,0,super light,2017,2019,https://boxrec.com/en/proboxer/808789
422,"USA, New York, Albany",Brandon Lynch,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/875395
425,"USA, Tennessee, Knoxville",Kenneth Council,male,10,3,1,middle,2012,2019,https://boxrec.com/en/proboxer/615019
426,"USA, Ohio, Mansfield",Chaise Nelson,male,10,1,0,feather,2016,2019,https://boxrec.com/en/proboxer/747446
426,"USA, Massachusetts, Southbridge",Wilfredo Pagan,male,6,1,0,welter,2017,2019,https://boxrec.com/en/proboxer/784474
426,"USA, Ohio, East Cleveland",Latiss Norman,male,4,5,0,super middle,2018,2019,https://boxrec.com/en/proboxer/826723
426,"USA, New York, Syracuse",Lawrence Gabriel,male,3,2,1,heavy,2016,2019,https://boxrec.com/en/proboxer/739528
427,"USA, New York, Brownsville",Curtis Stevens,male,30,7,0,super welter,2004,2019,https://boxrec.com/en/proboxer/271558
427,"USA, Georgia, Savannah",Darrion Lawson,male,2,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/867794
428,"USA, Ohio, Cleveland",Charles Conwell,male,11,0,0,super welter,2017,2019,https://boxrec.com/en/proboxer/791994
428,"USA, Ohio, Cleveland",Thomas Mattice,male,15,1,1,light,2014,2019,https://boxrec.com/en/proboxer/697583
428,"USA, Ohio, Cleveland",Antonio Nieves,male,19,3,2,bantam,2011,2019,https://boxrec.com/en/proboxer/585558
428,"USA, Ohio, Cleveland",Miguel Angel Gonzalez,male,25,4,0,light,2008,2019,https://boxrec.com/en/proboxer/465871
428,"USA, Ohio, Cleveland",Michael Moore,male,18,3,0,middle,2010,2019,https://boxrec.com/en/proboxer/525849
428,"USA, Ohio, Cleveland",Isaiah Steen,male,13,0,0,middle,2016,2019,https://boxrec.com/en/proboxer/751277
428,"USA, Ohio, Cleveland",Ray Austin,male,29,10,4,heavy,1998,2019,https://boxrec.com/en/proboxer/16778
428,"USA, Ohio, Cleveland",Montana Love,male,12,0,1,super light,2015,2019,https://boxrec.com/en/proboxer/717953
428,"USA, Rhode Island, Cranston",Nick DeLomba,male,15,2,0,super light,2013,2019,https://boxrec.com/en/proboxer/650751
428,"USA, Ohio, Cleveland",Alante Green,male,7,0,1,cruiser,2016,2019,https://boxrec.com/en/proboxer/778277
428,"USA, Ohio, Cleveland",Ramiro Hernandez,male,15,0,0,feather,2014,2019,https://boxrec.com/en/proboxer/694400
428,"USA, Ohio, Cleveland",Prenice Brewer,male,21,4,1,welter,2006,2019,https://boxrec.com/en/proboxer/364645
428,"USA, Ohio, Cleveland",Carla Torres,female,5,6,0,super feather,2010,2019,https://boxrec.com/en/proboxer/549996
428,"USA, Rhode Island, Cranston",Jean Pierre Augustin,male,17,1,1,heavy,2014,2019,https://boxrec.com/en/proboxer/673904
428,"USA, New York, Troy",Shawn Miller,male,18,5,1,cruiser,2009,2019,https://boxrec.com/en/proboxer/498552
428,"USA, Ohio, Cleveland",Fred Wilson Jr,male,6,0,2,super welter,2016,2019,https://boxrec.com/en/proboxer/767170
428,"USA, Ohio, Cleveland",Roney Hines,male,7,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/839362
428,"USA, Ohio, Cleveland",Brett Simmons,male,4,2,3,welter,2010,2019,https://boxrec.com/en/proboxer/525554
428,"USA, Ohio, Cleveland",Jeremy Abram,male,3,2,0,super feather,2013,2019,https://boxrec.com/en/proboxer/661212
428,"USA, Ohio, Cleveland",Darnell Pettis,male,4,15,0,light,2017,2019,https://boxrec.com/en/proboxer/790566
428,"USA, Ohio, Cleveland",Omari Braxton,male,5,0,0,heavy,2007,2019,https://boxrec.com/en/proboxer/382294
428,"USA, Ohio, Cleveland",Clifford McPherson,male,2,39,1,middle,2005,2019,https://boxrec.com/en/proboxer/327502
429,"USA, New York, Woodlawn",Noel Murphy,male,14,1,1,welter,2014,2019,https://boxrec.com/en/proboxer/701948
429,"USA, New York, Schenectady",Mike Faragon,male,20,1,0,super light,2007,2019,https://boxrec.com/en/proboxer/427576
429,"USA, New York, Schenectady",Eric Abraham,male,6,6,0,cruiser,2016,2019,https://boxrec.com/en/proboxer/744521
429,"USA, New York, Schenectady",Jahyae Brown,male,3,0,0,super welter,2019,2019,https://boxrec.com/en/proboxer/873190
429,"USA, New York, Schenectady",James Torre,male,2,0,0,welter,2016,2018,https://boxrec.com/en/proboxer/761023
429,"USA, New York, Schenectady",Bryan Abraham,male,6,34,2,welter,2008,2019,https://boxrec.com/en/proboxer/457239
432,"USA, Rhode Island, Providence",Demetrius Andrade,male,28,0,0,middle,2008,2019,https://boxrec.com/en/proboxer/468433
432,"USA, Rhode Island, Providence",Toka Kahn Clary,male,27,2,0,feather,2012,2019,https://boxrec.com/en/proboxer/617801
432,"USA, Rhode Island, Providence",Kali Reis,female,16,7,1,welter,2008,2019,https://boxrec.com/en/proboxer/466374
432,"USA, Rhode Island, Providence",Shelly Vincent,female,26,2,0,feather,2011,2019,https://boxrec.com/en/proboxer/584151
432,"USA, Rhode Island, Providence",Victor Reynoso,male,5,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/843505
432,"USA, Rhode Island, Providence",Anthony Marsella Jr,male,13,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/754670
432,"USA, Rhode Island, Providence",Angel Camacho Jr,male,16,0,0,light heavy,2006,2019,https://boxrec.com/en/proboxer/361091
432,"USA, Rhode Island, Providence",Lamont Powell,male,5,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/834489
432,"USA, Rhode Island, Providence",Ricky De Los Santos,male,9,0,0,feather,2017,2019,https://boxrec.com/en/proboxer/790847
432,"USA, Rhode Island, East Providence",Elijah Peixoto,male,2,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/859619
432,"USA, Rhode Island, Providence",Anthony Concepcion,male,4,0,1,middle,2018,2019,https://boxrec.com/en/proboxer/844468
432,"USA, Rhode Island, Providence",Michael Valentin,male,6,0,1,light,2017,2019,https://boxrec.com/en/proboxer/797905
432,"USA, Rhode Island, Providence",Isaac Perez Santos,male,2,0,0,super welter,2019,2019,https://boxrec.com/en/proboxer/871315
432,"USA, Rhode Island, Providence",Placido Hoff,male,2,2,1,light,2015,2018,https://boxrec.com/en/proboxer/741181
432,"USA, Rhode Island, Providence",Ethan Pena,male,3,2,0,super middle,2012,2019,https://boxrec.com/en/proboxer/629296
432,"USA, Rhode Island, Providence",Joseph Santana,male,0,2,0,light,2018,2018,https://boxrec.com/en/proboxer/845648
432,"USA, Rhode Island, Providence",James Advincola,male,0,1,0,heavy,2018,2018,https://boxrec.com/en/proboxer/854629
434,"USA, Massachusetts, Fall River",Kris Jacobs,male,1,0,1,super light,2018,2019,https://boxrec.com/en/proboxer/840892
434,"USA, New York, Utica",Michael Rycraft,male,3,0,0,super middle,2014,2019,https://boxrec.com/en/proboxer/676887
435,"USA, Rhode Island, Pawtucket",Davhon Shelton,male,1,1,0,light,2018,2018,https://boxrec.com/en/proboxer/834488
435,"USA, New York, Cheektowaga",Perez Aughtry,male,0,2,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/849873
436,"USA, New York, Buffalo",Emanuel Colon,male,17,1,1,super light,2012,2019,https://boxrec.com/en/proboxer/617727
436,"USA, New York, Buffalo",Donnie Marshall,male,10,1,0,super welter,2016,2019,https://boxrec.com/en/proboxer/768230
436,"USA, Ohio, London",Alfred Leisure,male,4,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/844568
436,"USA, New York, Buffalo",Gerffred Ngayot,male,2,0,0,light,2019,2019,https://boxrec.com/en/proboxer/882582
436,"USA, New York, Buffalo",Ayanna Tramont,female,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/892011
436,"USA, New York, Buffalo",Charles Garner,male,1,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/861339
436,"USA, New York, Buffalo",Daniel Dejesus,male,1,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/892009
436,"USA, New York, Buffalo",Jack Grady,male,0,9,1,welter,2014,2019,https://boxrec.com/en/proboxer/704089
436,"USA, New York, Buffalo",Jimmie Levins,male,0,5,0,heavy,2016,2019,https://boxrec.com/en/proboxer/750121
438,"USA, New York, Rochester",Willie Monroe Jr,male,24,3,0,super middle,2008,2019,https://boxrec.com/en/proboxer/445588
438,"USA, New York, Rochester",Lavisas Williams,male,9,1,1,light,2013,2019,https://boxrec.com/en/proboxer/638633
438,"USA, Massachusetts, New Bedford",Edet Mkpanam,male,2,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/876544
438,"USA, Massachusetts, New Bedford",Ray Oliveira Jr,male,8,3,0,super welter,2014,2019,https://boxrec.com/en/proboxer/695002
438,"USA, New York, Rochester",Tracey McGruder,male,3,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/860298
438,"USA, New York, Rochester",Lawrence King Jr,male,2,0,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/863376
438,"USA, Massachusetts, New Bedford",Wilson Mascarenhas,male,2,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/823477
438,"USA, Massachusetts, New Bedford",Henry Garcia,male,0,4,1,feather,2017,2019,https://boxrec.com/en/proboxer/806041
441,"USA, Massachusetts, North Attleboro",Theo Desjardin,male,0,11,0,welter,2011,2019,https://boxrec.com/en/proboxer/567781
444,"USA, Massachusetts, Worcester",Khiary Gray,male,16,5,0,super welter,2014,2019,https://boxrec.com/en/proboxer/690235
444,"USA, Massachusetts, Worcester",Jamaine Ortiz,male,12,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/755909
444,"USA, Massachusetts, Worcester",Irvin Gonzalez,male,12,2,0,super feather,2016,2019,https://boxrec.com/en/proboxer/764412
444,"USA, Massachusetts, Worcester",Nicholas Briggs,male,5,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/844902
444,"USA, Massachusetts, Worcester",Kendrick Ball Jr,male,13,1,2,super middle,2016,2019,https://boxrec.com/en/proboxer/752273
444,"USA, Massachusetts, Worcester",Andy Gonzales,male,6,4,0,super welter,2014,2018,https://boxrec.com/en/proboxer/693980
444,"USA, New York, Tonawanda",Alexander Castellano,male,2,0,0,bantam,2019,2019,https://boxrec.com/en/proboxer/893348
444,"USA, Massachusetts, Worcester",Owen Minor,male,2,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/864204
444,"USA, Massachusetts, Worcester",Jake Paradise,male,2,2,0,heavy,2017,2019,https://boxrec.com/en/proboxer/806832
444,"USA, Massachusetts, Worcester",Eslih Owusu,male,2,0,0,super welter,2018,2019,https://boxrec.com/en/proboxer/843509
444,"USA, Massachusetts, Worcester",Philip Davis,male,2,2,1,super feather,2017,2019,https://boxrec.com/en/proboxer/790846
444,"USA, Massachusetts, Worcester",Edwin Rosado,male,1,9,1,light,2006,2019,https://boxrec.com/en/proboxer/351940
446,"USA, Massachusetts, Taunton",Marqus Bates,male,7,3,0,super light,2016,2019,https://boxrec.com/en/proboxer/772954
447,"USA, Vermont, Bennington",Andre Belcarris,male,0,8,0,welter,2017,2019,https://boxrec.com/en/proboxer/816381
449,"USA, Massachusetts, Mansfield",James Perella,male,5,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/870106
450,"USA, Ohio, Monroe",Trevor Ballinger,male,0,4,0,feather,2016,2019,https://boxrec.com/en/proboxer/781539
452,"USA, Illinois, Lockport",Mike Gavronski,male,26,3,1,super middle,2010,2019,https://boxrec.com/en/proboxer/522845
452,"USA, New York, Niagara Falls",Anthony Lenk,male,16,6,0,super welter,2008,2019,https://boxrec.com/en/proboxer/449296
452,"USA, New York, Lockport",Enoch Plumeri,male,1,13,1,cruiser,2016,2019,https://boxrec.com/en/proboxer/760389
454,"USA, Kentucky, Lexington",Robelle Rogers,male,5,3,0,super welter,2014,2019,https://boxrec.com/en/proboxer/701912
454,"USA, New York, Schuylerville",Ian Beatease,male,0,4,0,super welter,2018,2019,https://boxrec.com/en/proboxer/849565
455,"USA, Massachusetts, Bridgewater",Andy Aiello,male,1,4,1,super light,2017,2019,https://boxrec.com/en/proboxer/820055
455,"USA, Ohio, Springfield",Justin Richwine,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/872793
456,"USA, New York, Ridgewood",Mathew Gonzalez,male,9,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/800423
456,"USA, Massachusetts, Framingham",Timmy Ramos,male,5,0,2,super feather,2015,2019,https://boxrec.com/en/proboxer/716865
456,"USA, Massachusetts, Framingham",Julio Perez,male,4,5,0,super light,2015,2019,https://boxrec.com/en/proboxer/723280
456,"USA, Massachusetts, Framingham",Saul Almeida,male,0,10,3,super middle,2012,2018,https://boxrec.com/en/proboxer/619857
457,"USA, Massachusetts, Marlboro",Nelson Perez,male,2,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/874767
458,"USA, Massachusetts, Brockton",Antonio Chaves Fernandez,male,9,39,4,super welter,2009,2019,https://boxrec.com/en/proboxer/486817
458,"USA, Georgia, Hinesville",Corey Edwards,male,2,5,0,light,2010,2018,https://boxrec.com/en/proboxer/551930
458,"USA, Massachusetts, Brockton",Huston Crayton,male,1,9,0,heavy,2002,2018,https://boxrec.com/en/proboxer/134679
460,"USA, Massachusetts, Leominster",Ryan Dibartolomeo,male,2,0,1,welter,2019,2019,https://boxrec.com/en/proboxer/862336
461,"USA, Massachusetts, Whitman",Mark DeLuca,male,24,1,0,super welter,2007,2019,https://boxrec.com/en/proboxer/388836
461,"USA, Massachusetts, Whitman",Brian Urday,male,1,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/890020
462,"USA, Massachusetts, Holbrook",Mike O'Han Jr,male,9,1,0,welter,2017,2019,https://boxrec.com/en/proboxer/793763
462,"USA, Massachusetts, Holbrook",Joshua Orta,male,5,0,0,super feather,2018,2019,https://boxrec.com/en/proboxer/843508
464,"USA, Massachusetts, Plymouth",Fernando Perez,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/883914
465,"USA, Massachusetts, Braintree",Javier Fortuna,male,35,2,1,light,2009,2019,https://boxrec.com/en/proboxer/494223
465,"USA, Massachusetts, Pembroke",Vincenzo Carita,male,21,1,1,cruiser,2005,2019,https://boxrec.com/en/proboxer/314646
466,"USA, Missouri, Versailles",Sam Shewmaker,male,5,1,0,heavy,2017,2019,https://boxrec.com/en/proboxer/814340
466,"USA, Ohio, Kettering",Samuel Wildenhaus,male,2,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/871487
466,"USA, Georgia, Monroe",Rodriguez Cade,male,2,4,0,heavy,2017,2019,https://boxrec.com/en/proboxer/815136
468,"USA, Massachusetts, Quincy",Ryan Kielczweski,male,30,4,0,light,2008,2019,https://boxrec.com/en/proboxer/463171
468,"USA, Massachusetts, Quincy",Steve Vukosa,male,12,1,0,heavy,2001,2019,https://boxrec.com/en/proboxer/48247
468,"USA, Massachusetts, Quincy",Chris Traietti,male,27,4,0,cruiser,2005,2018,https://boxrec.com/en/proboxer/329696
468,"USA, Massachusetts, Watertown",Greg Bono,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/890019
469,"USA, Ohio, Cincinnati",Adrien Broner,male,33,4,1,welter,2008,2019,https://boxrec.com/en/proboxer/455859
469,"USA, Ohio, Cincinnati",Jamel Herring,male,20,2,0,super feather,2012,2019,https://boxrec.com/en/proboxer/634455
469,"USA, Ohio, Cincinnati",Rau'shee Warren,male,16,3,0,bantam,2012,2019,https://boxrec.com/en/proboxer/629466
